Facies,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,FaciesLabels
6,15_9_I,2939.0,24.34,0.585,-5.0,11.2,3.8,2,0.259,WS
6,15_9_I,2939.5,29.67,0.6459999999999999,-3.2,8.4,3.8,2,0.222,WS
6,15_9_I,2940.0,33.9,0.7090000000000001,-2.2,6.3,3.8,2,0.185,WS
6,15_9_I,2940.5,39.83,0.757,-1.5,4.95,3.9,2,0.14800000000000002,WS
6,15_9_I,2941.0,44.94,0.794,-0.4,4.7,3.9,2,0.111,WS
4,15_9_I,2941.5,48.55,0.8140000000000001,0.0,6.2,3.8,2,0.07400000000000001,SiSh
3,15_9_I,2942.0,57.21,0.779,3.8,8.5,3.6,1,1.0,FSiS
3,15_9_I,2942.5,60.19,0.732,3.8,9.0,3.5,1,0.9520000000000001,FSiS
3,15_9_I,2943.0,60.63,0.684,4.0,9.4,3.4,1,0.905,FSiS
3,15_9_I,2943.5,64.74,0.645,-2.3,14.75,3.2,1,0.857,FSiS
3,15_9_I,2944.0,72.79,0.623,-2.9,18.95,3.1,1,0.81,FSiS
3,15_9_I,2944.5,78.41,0.614,-1.7,22.15,3.0,1,0.762,FSiS
3,15_9_I,2945.0,83.39,0.607,-0.9,21.65,3.1,1,0.7140000000000001,FSiS
3,15_9_I,2945.5,82.25,0.6,1.9,17.85,3.3,1,0.667,FSiS
3,15_9_I,2946.0,75.88,0.5920000000000001,7.3,12.25,3.4,1,0.619,FSiS
2,15_9_I,2946.5,72.24,0.589,2.9,12.45,3.3,1,0.5710000000000001,CSiS
2,15_9_I,2947.0,67.99,0.589,3.5,11.95,3.2,1,0.524,CSiS
3,15_9_I,2947.5,65.41,0.59,3.9,11.45,3.3,1,0.47600000000000003,FSiS
3,15_9_I,2948.0,64.93,0.588,3.3,10.65,3.3,1,0.429,FSiS
2,15_9_I,2948.5,61.87,0.579,1.8,11.1,3.2,1,0.381,CSiS
2,15_9_I,2949.0,59.81,0.565,3.9,10.85,3.2,1,0.33299999999999996,CSiS
2,15_9_I,2949.5,60.59,0.547,5.0,11.6,3.2,1,0.28600000000000003,CSiS
2,15_9_I,2950.0,65.68,0.529,6.1,11.75,3.2,1,0.23800000000000002,CSiS
2,15_9_I,2950.5,73.12,0.519,7.0,12.1,3.2,1,0.19,CSiS
2,15_9_I,2951.0,77.69,0.52,8.5,12.85,3.3,1,0.14300000000000002,CSiS
3,15_9_I,2951.5,77.23,0.537,10.0,13.9,3.4,1,0.095,FSiS
3,15_9_I,2952.0,72.51,0.5670000000000001,11.2,14.1,3.5,1,0.048,FSiS
3,15_9_I,2952.5,59.53,0.605,10.2,13.3,3.9,1,0.01,FSiS
5,15_9_I,2953.0,59.53,0.605,10.2,13.3,3.9,2,1.0,MS
8,15_9_I,2953.5,46.1,0.644,6.5,12.45,4.0,2,0.9,PS
8,15_9_I,2954.0,34.9,0.68,2.6,8.5,4.3,2,0.8,PS
8,15_9_I,2954.5,27.06,0.711,-0.4,6.7,4.4,2,0.7,PS
8,15_9_I,2955.0,23.8,0.7240000000000001,0.1,6.05,4.4,2,0.6,PS
8,15_9_I,2955.5,23.73,0.7140000000000001,2.1,5.95,4.2,2,0.5,PS
8,15_9_I,2956.0,25.3,0.677,3.7,6.85,4.0,2,0.4,PS
8,15_9_I,2956.5,30.73,0.627,4.7,8.05,3.6,2,0.3,PS
5,15_9_I,2957.0,40.11,0.583,5.2,9.8,3.4,2,0.2,MS
9,15_9_I,2957.5,51.02,0.5529999999999999,3.6,12.3,3.2,2,0.1,BS
3,15_9_I,2958.0,59.94,0.5329999999999999,4.1,14.55,3.1,1,1.0,FSiS
3,15_9_I,2958.5,66.64,0.521,5.9,14.85,3.0,1,0.95,FSiS
2,15_9_I,2959.0,67.56,0.512,3.2,12.7,2.9,1,0.9,CSiS
2,15_9_I,2959.5,64.7,0.512,2.3,10.55,3.0,1,0.85,CSiS
2,15_9_I,2960.0,62.96,0.522,2.2,9.5,3.2,1,0.8,CSiS
2,15_9_I,2960.5,63.92,0.544,2.4,9.7,3.2,1,0.75,CSiS
3,15_9_I,2961.0,66.19,0.569,3.1,10.35,3.2,1,0.7,FSiS
2,15_9_I,2961.5,67.73,0.591,4.9,10.75,3.3,1,0.65,CSiS
2,15_9_I,2962.0,69.53,0.603,6.0,11.4,3.3,1,0.6,CSiS
2,15_9_I,2962.5,69.57,0.609,6.2,11.5,3.1,1,0.55,CSiS
2,15_9_I,2963.0,66.4,0.606,4.5,10.65,3.1,1,0.5,CSiS
2,15_9_I,2963.5,63.73,0.602,2.7,9.65,3.1,1,0.45,CSiS
2,15_9_I,2964.0,61.19,0.598,2.3,8.85,3.2,1,0.4,CSiS
2,15_9_I,2964.5,61.34,0.593,2.2,8.8,3.2,1,0.35,CSiS
2,15_9_I,2965.0,63.16,0.5870000000000001,2.2,9.5,3.2,1,0.3,CSiS
2,15_9_I,2965.5,67.6,0.581,2.7,10.05,3.2,1,0.25,CSiS
2,15_9_I,2966.0,72.68,0.579,3.6,10.8,3.2,1,0.2,CSiS
2,15_9_I,2966.5,76.58,0.5870000000000001,6.5,11.35,3.2,1,0.15,CSiS
3,15_9_I,2967.0,76.67,0.605,7.8,13.5,3.4,1,0.1,FSiS
3,15_9_I,2967.5,72.12,0.629,8.8,15.1,3.6,1,0.05,FSiS
8,15_9_I,2968.0,60.07,0.6559999999999999,7.7,13.75,3.9,2,1.0,PS
8,15_9_I,2968.5,48.91,0.6809999999999999,4.9,10.65,4.3,2,0.9229999999999999,PS
8,15_9_I,2969.0,39.4,0.708,5.4,7.3,4.7,2,0.846,PS
8,15_9_I,2969.5,33.8,0.736,1.6,7.7,4.9,2,0.769,PS
6,15_9_I,2970.0,34.66,0.757,1.5,7.75,4.7,2,0.6920000000000001,WS
6,15_9_I,2970.5,36.28,0.7659999999999999,2.6,6.4,4.8,2,0.615,WS
6,15_9_I,2971.0,34.45,0.753,2.9,5.75,4.5,2,0.5379999999999999,WS
6,15_9_I,2971.5,30.67,0.72,2.7,6.25,4.3,2,0.462,WS
5,15_9_I,2972.0,26.59,0.6679999999999999,4.6,6.5,4.2,2,0.385,MS
5,15_9_I,2972.5,23.77,0.609,5.5,6.35,4.0,2,0.308,MS
6,15_9_I,2973.0,25.2,0.55,4.9,6.65,3.8,2,0.231,WS
6,15_9_I,2973.5,29.99,0.5,5.3,7.25,3.5,2,0.154,WS
4,15_9_I,2974.0,37.46,0.461,6.1,8.85,3.4,2,0.077,SiSh
2,15_9_I,2974.5,47.6,0.433,7.8,11.5,3.2,1,1.0,CSiS
2,15_9_I,2975.0,57.5,0.41,9.3,14.95,3.0,1,0.9229999999999999,CSiS
3,15_9_I,2975.5,68.77,0.389,9.4,19.0,2.9,1,0.846,FSiS
3,15_9_I,2976.0,80.03,0.373,9.8,20.6,2.9,1,0.769,FSiS
3,15_9_I,2976.5,84.28,0.358,9.0,21.8,3.0,1,0.6920000000000001,FSiS
3,15_9_I,2977.0,85.4,0.34600000000000003,11.2,20.9,3.1,1,0.615,FSiS
3,15_9_I,2977.5,88.92,0.33799999999999997,12.6,19.9,3.3,1,0.5379999999999999,FSiS
3,15_9_I,2978.0,89.45,0.336,13.2,19.8,3.3,1,0.462,FSiS
3,15_9_I,2978.5,90.91,0.342,12.9,20.05,3.3,1,0.385,FSiS
3,15_9_I,2979.0,97.24,0.35600000000000004,14.2,20.1,3.4,1,0.308,FSiS
3,15_9_I,2979.5,100.16,0.382,13.0,21.7,3.5,1,0.231,FSiS
3,15_9_I,2980.0,100.42,0.42,13.8,23.0,3.5,1,0.154,FSiS
3,15_9_I,2980.5,94.18,0.46399999999999997,11.8,22.9,3.5,1,0.077,FSiS
3,15_9_I,2981.0,94.18,0.46399999999999997,11.8,22.9,3.5,1,0.077,FSiS
8,15_9_I,2981.5,81.3,0.513,8.4,20.6,3.7,2,1.0,PS
8,15_9_I,2982.0,64.21,0.5710000000000001,3.4,15.0,3.8,2,0.977,PS
8,15_9_I,2982.5,48.35,0.639,2.5,9.95,4.1,2,0.953,PS
8,15_9_I,2983.0,36.53,0.72,1.3,7.95,4.4,2,0.93,PS
8,15_9_I,2983.5,33.58,0.797,3.1,6.95,4.6,2,0.907,PS
6,15_9_I,2984.0,34.97,0.866,2.9,6.95,4.7,2,0.884,WS
6,15_9_I,2984.5,37.31,0.917,2.8,6.2,4.6,2,0.86,WS
5,15_9_I,2985.0,38.17,0.9440000000000001,2.7,5.35,4.7,2,0.8370000000000001,MS
5,15_9_I,2985.5,38.05,0.9570000000000001,2.8,4.7,4.8,2,0.8140000000000001,MS
5,15_9_I,2986.0,35.15,0.9570000000000001,2.1,4.15,4.8,2,0.7909999999999999,MS
5,15_9_I,2986.5,32.92,0.9470000000000001,1.4,3.1,4.8,2,0.767,MS
5,15_9_I,2987.0,30.87,0.927,0.8,2.6,4.9,2,0.7440000000000001,MS
6,15_9_I,2987.5,30.25,0.894,-0.4,3.3,4.9,2,0.721,WS
6,15_9_I,2988.0,31.22,0.846,-1.4,5.5,4.9,2,0.698,WS
6,15_9_I,2988.5,34.06,0.78,-1.9,7.95,4.8,2,0.674,WS
6,15_9_I,2989.0,35.49,0.7040000000000001,-2.8,9.8,4.8,2,0.6509999999999999,WS
6,15_9_I,2989.5,36.73,0.617,-3.2,10.7,4.9,2,0.628,WS
9,15_9_I,2990.0,37.54,0.542,-4.8,12.2,4.8,2,0.605,BS
9,15_9_I,2990.5,35.97,0.48,-5.7,14.35,4.7,2,0.581,BS
9,15_9_I,2991.0,35.91,0.433,-6.2,16.4,4.7,2,0.5579999999999999,BS
9,15_9_I,2991.5,36.21,0.396,-7.0,17.3,4.7,2,0.535,BS
9,15_9_I,2992.0,34.79,0.371,-7.1,17.45,4.6,2,0.512,BS
9,15_9_I,2992.5,34.92,0.358,-7.1,17.75,4.6,2,0.488,BS
9,15_9_I,2993.0,35.83,0.358,-6.2,17.6,4.6,2,0.465,BS
9,15_9_I,2993.5,35.65,0.36700000000000005,-4.9,16.65,4.6,2,0.442,BS
9,15_9_I,2994.0,37.74,0.375,-5.3,15.95,4.6,2,0.419,BS
9,15_9_I,2994.5,41.79,0.377,-5.0,14.9,4.5,2,0.395,BS
9,15_9_I,2995.0,46.41,0.369,-5.1,14.35,4.5,2,0.37200000000000005,BS
9,15_9_I,2995.5,51.44,0.35600000000000004,-6.1,14.95,4.5,2,0.349,BS
9,15_9_I,2996.0,54.21,0.344,-5.8,16.1,4.5,2,0.326,BS
9,15_9_I,2996.5,52.96,0.34,-5.3,17.45,4.6,2,0.302,BS
9,15_9_I,2997.0,50.39,0.34600000000000003,-4.2,18.3,4.6,2,0.27899999999999997,BS
9,15_9_I,2997.5,50.0,0.36,-3.7,17.55,4.6,2,0.256,BS
9,15_9_I,2998.0,60.82,0.384,-3.8,15.2,4.7,2,0.233,BS
9,15_9_I,2998.5,99.31,0.418,-3.4,11.6,4.6,2,0.209,BS
6,15_9_I,2999.0,166.94,0.46399999999999997,-2.5,8.25,4.6,2,0.18600000000000003,WS
6,15_9_I,2999.5,235.25,0.526,-0.1,5.85,4.6,2,0.163,WS
6,15_9_I,3000.0,285.47,0.599,3.0,4.6,4.4,2,0.14,WS
6,15_9_I,3000.5,305.87,0.6659999999999999,4.4,4.8,4.3,2,0.11599999999999999,WS
6,15_9_I,3001.0,291.37,0.703,4.9,5.05,4.2,2,0.09300000000000001,WS
6,15_9_I,3001.5,252.41,0.7,4.2,5.9,3.9,2,0.07,WS
8,15_9_I,3002.0,208.53,0.669,0.3,10.15,3.6,2,0.047,PS
5,15_9_I,3002.5,169.07,0.631,-0.2,15.0,3.4,2,0.023,MS
3,15_9_I,3003.0,136.52,0.594,2.5,17.75,3.4,1,1.0,FSiS
3,15_9_I,3003.5,108.53,0.561,6.2,20.7,3.3,1,0.976,FSiS
3,15_9_I,3004.0,89.16,0.5329999999999999,10.4,19.6,3.4,1,0.951,FSiS
3,15_9_I,3004.5,80.39,0.513,13.5,18.25,3.5,1,0.927,FSiS
3,15_9_I,3005.0,78.07,0.501,14.3,18.05,3.6,1,0.902,FSiS
3,15_9_I,3005.5,76.31,0.496,13.7,18.35,3.6,1,0.878,FSiS
3,15_9_I,3006.0,72.35,0.49700000000000005,13.2,18.6,3.7,1,0.8540000000000001,FSiS
3,15_9_I,3006.5,74.77,0.504,11.8,19.3,3.7,1,0.8290000000000001,FSiS
3,15_9_I,3007.0,75.05,0.515,11.5,19.55,3.8,1,0.805,FSiS
3,15_9_I,3007.5,71.98,0.529,10.5,19.35,3.8,1,0.78,FSiS
3,15_9_I,3008.0,71.05,0.542,10.4,17.9,3.7,1,0.7559999999999999,FSiS
3,15_9_I,3008.5,68.96,0.5489999999999999,10.7,15.75,3.7,1,0.732,FSiS
2,15_9_I,3009.0,64.84,0.5539999999999999,10.6,13.6,3.6,1,0.7070000000000001,CSiS
2,15_9_I,3009.5,65.22,0.5579999999999999,10.6,12.6,3.6,1,0.6829999999999999,CSiS
2,15_9_I,3010.0,66.6,0.565,10.8,13.5,3.5,1,0.659,CSiS
2,15_9_I,3010.5,68.59,0.574,12.4,14.6,3.5,1,0.634,CSiS
2,15_9_I,3011.0,73.44,0.585,12.6,16.7,3.5,1,0.61,CSiS
2,15_9_I,3011.5,76.76,0.595,14.4,16.7,3.4,1,0.585,CSiS
2,15_9_I,3012.0,78.76,0.603,14.2,16.6,3.4,1,0.561,CSiS
2,15_9_I,3012.5,80.33,0.607,12.5,16.15,3.6,1,0.537,CSiS
2,15_9_I,3013.0,77.14,0.613,9.8,15.7,3.7,1,0.512,CSiS
2,15_9_I,3013.5,71.91,0.621,9.5,13.95,3.7,1,0.488,CSiS
2,15_9_I,3014.0,68.44,0.631,8.8,13.0,3.8,1,0.46299999999999997,CSiS
2,15_9_I,3014.5,64.99,0.64,10.6,11.3,3.8,1,0.439,CSiS
2,15_9_I,3015.0,64.47,0.643,8.6,12.1,3.7,1,0.415,CSiS
2,15_9_I,3015.5,64.96,0.632,9.1,12.15,3.6,1,0.39,CSiS
2,15_9_I,3016.0,66.29,0.609,9.9,12.55,3.4,1,0.366,CSiS
2,15_9_I,3016.5,67.6,0.5770000000000001,10.4,12.8,3.4,1,0.341,CSiS
2,15_9_I,3017.0,67.43,0.545,8.0,15.8,3.3,1,0.317,CSiS
2,15_9_I,3017.5,68.87,0.52,5.8,19.5,3.2,1,0.293,CSiS
2,15_9_I,3018.0,73.88,0.502,6.1,21.45,3.3,1,0.268,CSiS
2,15_9_I,3018.5,77.89,0.49,6.5,23.15,3.4,1,0.244,CSiS
2,15_9_I,3019.0,83.49,0.484,6.3,23.15,3.4,1,0.22,CSiS
2,15_9_I,3019.5,87.98,0.484,9.9,21.65,3.4,1,0.195,CSiS
2,15_9_I,3020.0,86.45,0.49700000000000005,9.5,21.25,3.4,1,0.171,CSiS
2,15_9_I,3020.5,86.29,0.521,10.3,19.95,3.4,1,0.146,CSiS
2,15_9_I,3021.0,82.18,0.565,14.1,17.95,3.6,1,0.122,CSiS
2,15_9_I,3021.5,77.07,0.621,8.9,20.65,3.5,1,0.098,CSiS
2,15_9_I,3022.0,72.45,0.6890000000000001,8.5,21.65,3.8,1,0.073,CSiS
2,15_9_I,3022.5,63.1,0.753,4.9,20.55,3.8,1,0.049,CSiS
2,15_9_I,3023.0,49.23,0.8059999999999999,-1.4,15.3,3.9,1,0.024,CSiS
8,15_9_I,3023.5,37.7,0.852,0.8,9.0,4.3,2,1.0,PS
8,15_9_I,3024.0,26.37,0.89,2.4,6.1,4.5,2,0.9890000000000001,PS
6,15_9_I,3024.5,19.57,0.9159999999999999,0.6,7.0,4.5,2,0.978,WS
6,15_9_I,3025.0,17.32,0.9159999999999999,0.4,7.0,4.3,2,0.966,WS
6,15_9_I,3025.5,17.09,0.8909999999999999,0.2,6.1,4.1,2,0.955,WS
6,15_9_I,3026.0,19.53,0.856,-0.1,5.75,3.9,2,0.9440000000000001,WS
6,15_9_I,3026.5,25.62,0.826,0.7,6.25,3.7,2,0.9329999999999999,WS
6,15_9_I,3027.0,33.05,0.8079999999999999,2.5,7.85,3.5,2,0.9209999999999999,WS
6,15_9_I,3027.5,42.69,0.7959999999999999,5.2,9.9,3.4,2,0.91,WS
6,15_9_I,3028.0,47.37,0.7859999999999999,6.1,10.75,3.4,2,0.899,WS
6,15_9_I,3028.5,47.9,0.7809999999999999,6.0,9.9,3.5,2,0.888,WS
6,15_9_I,3029.0,45.19,0.787,4.5,8.95,3.6,2,0.8759999999999999,WS
6,15_9_I,3029.5,40.54,0.812,3.5,8.55,3.7,2,0.865,WS
6,15_9_I,3030.0,38.91,0.851,2.7,8.45,3.8,2,0.8540000000000001,WS
6,15_9_I,3030.5,39.62,0.898,2.2,8.1,4.1,2,0.843,WS
6,15_9_I,3031.0,38.84,0.9359999999999999,2.7,6.85,4.0,2,0.831,WS
6,15_9_I,3031.5,37.8,0.961,1.0,6.0,4.2,2,0.82,WS
6,15_9_I,3032.0,35.03,0.9790000000000001,0.2,5.1,4.2,2,0.809,WS
6,15_9_I,3032.5,33.44,0.9990000000000001,-0.3,4.95,4.1,2,0.7979999999999999,WS
6,15_9_I,3033.0,36.21,1.024,0.1,5.75,3.9,2,0.787,WS
6,15_9_I,3033.5,40.89,1.05,1.4,6.8,3.9,2,0.775,WS
6,15_9_I,3034.0,43.3,1.063,2.6,7.4,3.9,2,0.764,WS
6,15_9_I,3034.5,43.27,1.06,1.9,7.05,3.7,2,0.753,WS
6,15_9_I,3035.0,38.84,1.048,0.3,5.45,3.8,2,0.742,WS
6,15_9_I,3035.5,35.26,1.04,-1.0,4.6,4.0,2,0.73,WS
6,15_9_I,3036.0,31.52,1.0390000000000001,-1.0,4.4,3.9,2,0.7190000000000001,WS
6,15_9_I,3036.5,34.32,1.042,0.4,4.7,3.9,2,0.708,WS
6,15_9_I,3037.0,37.35,1.043,1.5,5.65,4.0,2,0.6970000000000001,WS
6,15_9_I,3037.5,39.69,1.035,2.4,6.4,4.0,2,0.685,WS
6,15_9_I,3038.0,43.08,1.024,2.1,7.05,3.9,2,0.674,WS
6,15_9_I,3038.5,46.27,1.015,1.5,7.15,3.8,2,0.6629999999999999,WS
6,15_9_I,3039.0,47.77,1.0090000000000001,1.0,7.4,3.8,2,0.652,WS
6,15_9_I,3039.5,49.96,1.008,0.3,7.45,3.9,2,0.64,WS
6,15_9_I,3040.0,51.09,1.008,1.3,6.65,4.0,2,0.629,WS
6,15_9_I,3040.5,50.21,1.0070000000000001,1.6,5.7,4.1,2,0.618,WS
6,15_9_I,3041.0,50.4,1.003,2.0,5.5,4.1,2,0.607,WS
6,15_9_I,3041.5,50.99,0.9940000000000001,3.1,5.75,4.2,2,0.596,WS
6,15_9_I,3042.0,49.18,0.973,3.4,6.6,4.2,2,0.584,WS
6,15_9_I,3042.5,48.64,0.94,4.1,6.85,4.1,2,0.573,WS
6,15_9_I,3043.0,47.11,0.909,3.9,7.25,4.0,2,0.562,WS
6,15_9_I,3043.5,48.61,0.889,2.9,7.85,3.9,2,0.551,WS
4,15_9_I,3044.0,55.32,0.888,3.0,8.3,3.9,2,0.539,SiSh
4,15_9_I,3044.5,60.5,0.907,4.2,9.0,3.9,2,0.528,SiSh
6,15_9_I,3045.0,69.16,0.9390000000000001,6.3,9.45,4.0,2,0.517,WS
6,15_9_I,3045.5,77.53,0.9790000000000001,6.6,8.0,4.2,2,0.506,WS
6,15_9_I,3046.0,76.88,1.022,4.3,6.15,4.4,2,0.494,WS
9,15_9_I,3046.5,70.4,1.064,2.4,4.0,4.4,2,0.483,BS
9,15_9_I,3047.0,63.2,1.101,1.4,2.4,4.3,2,0.47200000000000003,BS
9,15_9_I,3047.5,53.89,1.1179999999999999,-0.4,2.3,4.2,2,0.461,BS
9,15_9_I,3048.0,56.2,1.107,-1.2,2.7,4.2,2,0.449,BS
6,15_9_I,3048.5,78.23,1.074,-0.4,3.1,4.1,2,0.43799999999999994,WS
6,15_9_I,3049.0,112.92,1.022,-0.8,5.1,4.1,2,0.42700000000000005,WS
6,15_9_I,3049.5,144.15,0.963,0.4,7.7,4.1,2,0.41600000000000004,WS
4,15_9_I,3050.0,157.21,0.899,4.1,9.95,4.4,2,0.40399999999999997,SiSh
5,15_9_I,3050.5,152.6,0.8390000000000001,5.6,11.4,4.2,2,0.39299999999999996,MS
4,15_9_I,3051.0,140.93,0.792,6.1,12.25,4.1,2,0.382,SiSh
4,15_9_I,3051.5,122.45,0.7609999999999999,6.6,13.3,4.0,2,0.371,SiSh
4,15_9_I,3052.0,110.67,0.748,7.5,15.15,3.9,2,0.36,SiSh
4,15_9_I,3052.5,108.85,0.754,7.3,15.85,3.6,2,0.348,SiSh
4,15_9_I,3053.0,105.74,0.775,8.5,16.05,3.6,2,0.337,SiSh
4,15_9_I,3053.5,100.04,0.8029999999999999,9.5,16.85,3.7,2,0.326,SiSh
4,15_9_I,3054.0,92.64,0.828,9.5,16.05,3.9,2,0.315,SiSh
6,15_9_I,3054.5,80.47,0.841,6.8,12.5,4.0,2,0.303,WS
6,15_9_I,3055.0,66.94,0.838,4.0,8.0,4.2,2,0.292,WS
6,15_9_I,3055.5,54.06,0.823,1.9,5.45,4.3,2,0.281,WS
6,15_9_I,3056.0,47.87,0.797,0.7,4.85,4.4,2,0.27,WS
6,15_9_I,3056.5,49.34,0.763,2.3,4.85,4.1,2,0.258,WS
8,15_9_I,3057.0,59.88,0.721,3.2,7.2,3.9,2,0.247,PS
3,15_9_K,2917.5,63.5,0.705,4.916,12.174000000000001,3.162,1,1.0,FSiS
3,15_9_K,2918.0,80.875,0.7090000000000001,7.513999999999999,13.286,2.932,1,0.95,FSiS
3,15_9_K,2918.5,87.81299999999999,0.7,7.785,13.212,2.9530000000000003,1,0.9,FSiS
3,15_9_K,2919.0,86.75,0.685,7.547000000000001,13.547,3.42,1,0.85,FSiS
3,15_9_K,2919.5,79.438,0.669,5.912000000000001,12.252,3.324,1,0.8,FSiS
2,15_9_K,2920.0,77.5,0.6579999999999999,4.537,11.332,3.324,1,0.75,CSiS
2,15_9_K,2920.5,72.75,0.6579999999999999,3.9739999999999998,11.114,3.127,1,0.7,CSiS
2,15_9_K,2921.0,76.563,0.6709999999999999,4.98,14.745999999999999,2.818,1,0.65,CSiS
2,15_9_K,2921.5,79.625,0.6859999999999999,4.552,18.202,2.6839999999999997,1,0.6,CSiS
1,15_9_K,2922.0,74.25,0.687,3.6210000000000004,17.961,2.557,1,0.55,SS
1,15_9_K,2922.5,71.0,0.679,1.003,14.769,2.787,1,0.5,SS
1,15_9_K,2923.0,67.438,0.66,0.746,11.998,2.795,1,0.45,SS
1,15_9_K,2923.5,70.0,0.643,1.838,10.809000000000001,2.635,1,0.4,SS
1,15_9_K,2924.0,66.438,0.644,2.7439999999999998,11.025,2.6210000000000004,1,0.35,SS
1,15_9_K,2924.5,67.25,0.652,2.9219999999999997,11.776,2.59,1,0.3,SS
1,15_9_K,2925.0,71.563,0.6609999999999999,3.286,12.485,2.9,1,0.25,SS
1,15_9_K,2925.5,70.125,0.68,5.487,13.312000000000001,3.063,1,0.2,SS
3,15_9_K,2926.0,69.25,0.7340000000000001,4.784,13.527000000000001,3.01,1,0.1,FSiS
3,15_9_K,2926.5,65.625,0.77,1.439,10.182,3.2769999999999997,1,0.05,FSiS
8,15_9_K,2927.0,53.125,0.826,1.122,4.835,4.008,2,1.0,PS
8,15_9_K,2927.5,40.25,0.873,-1.021,5.318,4.52,2,0.9890000000000001,PS
8,15_9_K,2928.0,33.625,0.9059999999999999,0.046,4.788,4.375,2,0.978,PS
8,15_9_K,2928.5,35.063,0.951,0.086,5.285,3.943,2,0.9670000000000001,PS
8,15_9_K,2929.0,35.844,0.99,-0.207,5.676,3.58,2,0.9570000000000001,PS
8,15_9_K,2929.5,39.594,1.003,-1.041,6.2170000000000005,3.395,2,0.946,PS
6,15_9_K,2930.0,39.969,0.9940000000000001,-1.57,6.599,3.467,2,0.935,WS
6,15_9_K,2930.5,40.688,0.9840000000000001,-1.8630000000000002,6.306,3.5469999999999997,2,0.924,WS
6,15_9_K,2931.0,39.875,0.9390000000000001,-1.6980000000000002,5.2139999999999995,3.799,2,0.9129999999999999,WS
6,15_9_K,2931.5,46.813,0.857,-0.436,4.88,4.273,2,0.902,WS
5,15_9_K,2932.0,51.281000000000006,0.809,3.9819999999999998,9.982000000000001,3.3560000000000003,2,0.8909999999999999,MS
5,15_9_K,2932.5,67.188,0.7909999999999999,4.184,18.863,2.783,2,0.88,MS
3,15_9_K,2933.0,71.563,0.772,3.478,22.156999999999996,2.416,2,0.87,FSiS
3,15_9_K,2933.5,75.375,0.746,-0.136,20.595,2.496,2,0.8590000000000001,FSiS
4,15_9_K,2934.0,75.813,0.733,1.94,19.935,2.969,2,0.848,SiSh
3,15_9_K,2934.5,79.375,0.73,2.966,20.96,2.967,2,0.8370000000000001,FSiS
3,15_9_K,2935.0,79.438,0.7340000000000001,1.4880000000000002,19.02,3.406,2,0.826,FSiS
8,15_9_K,2935.5,64.438,0.762,-3.187,14.808,3.8360000000000003,2,0.815,PS
8,15_9_K,2936.0,49.438,0.7979999999999999,-2.171,11.595,4.863,2,0.804,PS
8,15_9_K,2936.5,41.031000000000006,0.8170000000000001,0.0,9.082,4.516,2,0.7929999999999999,PS
8,15_9_K,2937.0,40.906,0.836,1.127,7.466,4.168,2,0.7829999999999999,PS
8,15_9_K,2937.5,43.156000000000006,0.865,1.022,7.132999999999999,3.955,2,0.772,PS
8,15_9_K,2938.0,51.343999999999994,0.843,1.2990000000000002,6.952999999999999,3.928,2,0.7609999999999999,PS
8,15_9_K,2938.5,56.75,0.78,1.37,7.37,3.9530000000000003,2,0.75,PS
8,15_9_K,2939.0,65.5,0.722,2.225,8.225,3.93,2,0.7390000000000001,PS
8,15_9_K,2939.5,74.813,0.6609999999999999,3.0380000000000003,9.266,3.5860000000000003,2,0.728,PS
6,15_9_K,2940.0,92.18799999999999,0.613,4.283,10.511,3.299,2,0.7170000000000001,WS
6,15_9_K,2940.5,104.06299999999999,0.59,4.306,12.247,3.088,2,0.7070000000000001,WS
6,15_9_K,2941.0,103.56299999999999,0.58,3.915,12.54,3.2110000000000003,2,0.696,WS
6,15_9_K,2941.5,99.18799999999999,0.573,3.866,13.175,3.2319999999999998,2,0.685,WS
6,15_9_K,2942.0,90.375,0.595,6.422999999999999,13.792,2.9789999999999996,2,0.6629999999999999,WS
6,15_9_K,2942.5,82.06299999999999,0.625,6.8229999999999995,12.367,3.094,2,0.652,WS
4,15_9_K,2943.0,79.375,0.677,5.522,10.493,3.1039999999999996,2,0.6409999999999999,SiSh
4,15_9_K,2943.5,76.313,0.7390000000000001,4.471,10.470999999999998,3.2539999999999996,2,0.63,SiSh
4,15_9_K,2944.0,80.063,0.799,4.584,11.040999999999999,3.326,2,0.62,SiSh
4,15_9_K,2944.5,76.063,0.865,4.273,11.302999999999999,3.3930000000000002,2,0.609,SiSh
4,15_9_K,2945.0,65.25,0.9229999999999999,2.835,9.519,3.52,2,0.598,SiSh
6,15_9_K,2945.5,44.718999999999994,0.95,0.156,7.412999999999999,3.178,2,0.5870000000000001,WS
6,15_9_K,2946.0,36.531,0.955,-0.39799999999999996,7.087000000000001,3.221,2,0.5760000000000001,WS
6,15_9_K,2946.5,34.656,0.956,0.531,7.672000000000001,3.1860000000000004,2,0.565,WS
6,15_9_K,2947.0,45.281000000000006,0.951,2.5839999999999996,9.379,3.412,2,0.5539999999999999,WS
6,15_9_K,2947.5,50.063,0.951,4.121,9.892999999999999,3.484,2,0.5429999999999999,WS
6,15_9_K,2948.0,54.718999999999994,0.9440000000000001,6.222,10.965,3.4410000000000003,2,0.5329999999999999,WS
